age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
53,admin.,married,secondary,no,1739,yes,no,unknown,15,may,103,3,-1,0,unknown,no
59,management,single,tertiary,no,705,no,no,cellular,3,feb,537,4,-1,0,unknown,no
43,management,married,tertiary,no,1800,no,no,telephone,29,jul,103,3,-1,0,unknown,no
38,technician,married,secondary,no,0,yes,yes,cellular,15,jul,146,4,-1,0,unknown,no
52,technician,married,secondary,no,2001,yes,no,unknown,27,may,95,4,-1,0,unknown,no
39,management,married,primary,no,13,no,no,unknown,2,jun,59,4,-1,0,unknown,no
31,management,married,tertiary,no,877,no,no,cellular,9,sep,209,1,92,8,success,yes
27,student,single,tertiary,no,39,no,no,cellular,17,may,379,1,258,10,other,yes
51,admin.,divorced,secondary,no,-338,yes,no,cellular,29,jul,97,2,-1,0,unknown,no
31,technician,single,tertiary,no,438,yes,no,cellular,20,nov,165,1,100,2,failure,no
20,student,single,secondary,no,210,no,no,cellular,14,aug,101,1,-1,0,unknown,no
51,housemaid,divorced,primary,no,3982,no,no,unknown,9,jun,23,1,-1,0,unknown,no
40,management,married,tertiary,no,294,yes,no,cellular,23,jul,97,5,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,752,yes,no,cellular,17,apr,153,3,-1,0,unknown,no
42,management,married,secondary,no,275,yes,no,cellular,6,may,139,6,-1,0,unknown,no
38,admin.,married,secondary,no,47,yes,no,cellular,4,may,288,5,-1,0,unknown,yes
30,technician,married,secondary,no,239,yes,no,cellular,18,aug,199,8,-1,0,unknown,no
35,self-employed,married,tertiary,no,506,no,no,cellular,27,apr,144,1,-1,0,unknown,no
46,self-employed,married,secondary,no,0,no,yes,telephone,25,jul,150,2,-1,0,unknown,no
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no
42,blue-collar,single,secondary,no,24,no,no,unknown,14,may,229,1,-1,0,unknown,no
39,management,divorced,tertiary,no,1968,no,no,cellular,21,nov,648,1,-1,0,unknown,yes
32,blue-collar,single,secondary,no,435,yes,no,unknown,21,may,373,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure,yes
41,blue-collar,divorced,unknown,no,19,no,yes,cellular,8,jul,514,5,-1,0,unknown,no
42,blue-collar,married,unknown,no,132,yes,no,unknown,6,may,238,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,-384,yes,yes,cellular,18,jul,143,1,-1,0,unknown,no
50,management,married,tertiary,no,1396,no,no,cellular,25,aug,731,6,-1,0,unknown,yes
50,blue-collar,divorced,primary,no,5,no,no,cellular,7,jul,118,1,-1,0,unknown,no
30,admin.,married,secondary,no,1081,no,no,cellular,16,jul,222,2,-1,0,unknown,no
36,technician,married,secondary,no,-179,yes,no,cellular,17,jul,144,1,-1,0,unknown,no
29,services,single,unknown,no,196,no,no,cellular,30,jan,726,2,-1,0,unknown,yes
46,blue-collar,single,secondary,no,152,yes,no,unknown,8,may,33,4,-1,0,unknown,no
43,blue-collar,married,secondary,no,917,yes,no,cellular,8,may,87,2,-1,0,unknown,no
28,admin.,single,secondary,no,707,yes,no,cellular,25,may,226,1,-1,0,unknown,yes
32,admin.,single,tertiary,no,138,no,yes,cellular,29,jul,57,4,-1,0,unknown,no
70,retired,divorced,primary,no,482,no,no,telephone,14,jul,413,1,181,3,success,yes
36,management,married,tertiary,no,254,no,no,unknown,6,jun,161,3,-1,0,unknown,no
53,management,married,tertiary,no,0,no,no,cellular,11,aug,608,2,-1,0,unknown,yes
40,entrepreneur,married,primary,no,324,yes,no,cellular,27,aug,205,6,-1,0,unknown,no
37,blue-collar,married,secondary,no,132,no,no,unknown,27,may,336,2,-1,0,unknown,no
34,management,single,tertiary,no,2633,yes,no,cellular,21,nov,705,6,-1,0,unknown,yes
27,blue-collar,single,primary,no,265,yes,no,cellular,13,may,1119,2,-1,0,unknown,yes
70,retired,married,unknown,no,1236,no,no,cellular,12,mar,58,4,-1,0,unknown,no
27,unemployed,single,tertiary,no,1,no,no,cellular,3,feb,65,2,-1,0,unknown,no
46,services,divorced,secondary,no,0,no,no,unknown,20,jun,1023,3,-1,0,unknown,yes
28,technician,married,tertiary,no,107,yes,no,cellular,29,jul,122,13,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,178,yes,no,cellular,15,may,188,1,-1,0,unknown,no
33,management,married,tertiary,no,296,no,no,cellular,13,aug,142,4,-1,0,unknown,no
30,management,married,tertiary,no,1235,yes,no,cellular,28,jul,104,3,-1,0,unknown,no
32,management,single,tertiary,no,36,no,no,cellular,28,aug,108,7,-1,0,unknown,no
30,self-employed,single,tertiary,no,901,yes,yes,unknown,16,may,601,1,-1,0,unknown,no
52,technician,divorced,secondary,no,935,no,no,unknown,1,jul,86,1,-1,0,unknown,no
54,self-employed,married,secondary,no,203,yes,no,telephone,7,jul,238,8,-1,0,unknown,no
26,blue-collar,single,secondary,no,-128,no,yes,cellular,8,jul,392,2,-1,0,unknown,no
51,blue-collar,married,primary,no,610,yes,yes,unknown,30,may,436,3,-1,0,unknown,no
32,technician,single,tertiary,no,2340,no,no,cellular,18,feb,89,2,-1,0,unknown,yes
37,entrepreneur,married,secondary,no,0,yes,yes,cellular,6,may,160,2,-1,0,unknown,no
78,retired,married,tertiary,no,1204,no,no,telephone,17,nov,135,1,-1,0,unknown,yes
26,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1,0,unknown,no
55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193,1,386,3,success,yes
37,services,married,secondary,no,4430,yes,no,cellular,5,may,175,1,-1,0,unknown,no
38,management,divorced,tertiary,no,4425,yes,no,unknown,30,may,162,1,-1,0,unknown,no
53,housemaid,married,primary,no,362,no,no,cellular,28,jul,1169,2,-1,0,unknown,yes
47,blue-collar,married,secondary,no,1568,yes,no,cellular,19,feb,388,1,262,7,success,yes
45,housemaid,married,tertiary,no,40,yes,no,cellular,2,feb,68,1,-1,0,unknown,no
35,admin.,married,secondary,no,1286,yes,no,cellular,5,may,862,3,337,1,other,yes
58,admin.,single,secondary,no,247,no,yes,unknown,20,jun,66,6,-1,0,unknown,no
32,admin.,single,secondary,no,5,yes,no,unknown,12,may,593,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,517,no,yes,cellular,6,feb,91,3,213,1,success,no
33,technician,married,tertiary,no,1699,no,no,cellular,4,aug,600,1,-1,0,unknown,yes
25,admin.,single,secondary,no,82,no,yes,cellular,7,apr,104,2,-1,0,unknown,yes
37,management,married,tertiary,no,597,no,yes,unknown,30,jun,96,3,-1,0,unknown,no
25,blue-collar,single,primary,no,15,no,no,cellular,21,jul,24,3,-1,0,unknown,no
58,blue-collar,married,primary,no,781,yes,no,cellular,15,may,74,2,-1,0,unknown,no
53,management,married,tertiary,no,20772,no,no,cellular,4,feb,715,1,-1,0,unknown,no
32,housemaid,married,secondary,no,3832,no,no,cellular,11,aug,80,3,-1,0,unknown,no
56,management,married,tertiary,no,1803,no,no,cellular,20,nov,305,2,-1,0,unknown,no
57,retired,single,unknown,no,411,no,yes,cellular,31,jul,45,29,-1,0,unknown,no
51,management,married,tertiary,no,36,yes,no,unknown,13,may,535,2,-1,0,unknown,no
48,technician,divorced,secondary,no,145,yes,no,cellular,13,aug,106,5,-1,0,unknown,no
45,management,single,tertiary,no,2067,yes,no,cellular,13,aug,393,2,462,1,success,yes
71,retired,married,tertiary,no,1486,no,no,telephone,21,apr,110,3,-1,0,unknown,no
34,admin.,married,tertiary,no,262,yes,no,cellular,28,jul,359,3,-1,0,unknown,no
50,entrepreneur,married,primary,no,237,yes,yes,unknown,30,may,184,4,-1,0,unknown,no
45,services,married,secondary,no,-75,yes,no,cellular,2,feb,134,1,252,1,failure,no
31,blue-collar,married,primary,no,26,yes,no,unknown,20,may,51,26,-1,0,unknown,no
39,unknown,married,primary,no,6999,no,no,cellular,6,aug,111,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,jul,195,2,91,10,success,yes
46,admin.,married,secondary,no,15,no,no,telephone,3,jun,218,5,-1,0,unknown,no
32,services,married,secondary,no,55,yes,no,unknown,15,may,546,9,-1,0,unknown,no
30,management,single,secondary,no,3259,yes,no,cellular,23,jul,495,1,-1,0,unknown,no
45,unemployed,married,secondary,no,2040,no,no,telephone,2,feb,803,1,-1,0,unknown,yes
59,technician,divorced,secondary,no,0,no,no,cellular,29,aug,126,2,-1,0,unknown,no
40,retired,married,tertiary,no,794,no,no,unknown,9,may,138,1,-1,0,unknown,no
41,management,married,tertiary,no,1773,no,no,unknown,8,may,106,1,-1,0,unknown,no
54,blue-collar,married,unknown,no,6251,yes,no,unknown,29,may,421,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,3037,no,no,unknown,16,jun,60,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,0,yes,yes,cellular,5,feb,293,6,-1,0,unknown,no
36,admin.,married,secondary,no,421,yes,no,cellular,20,apr,246,2,334,3,other,no
32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,yes
30,blue-collar,single,primary,no,413,yes,no,cellular,15,may,148,1,345,4,other,no
54,unknown,married,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,unknown,yes
37,blue-collar,married,unknown,no,557,no,no,cellular,31,jul,47,2,-1,0,unknown,no
26,admin.,single,tertiary,no,2170,yes,no,cellular,26,may,81,1,29,1,failure,no
31,services,married,secondary,no,525,yes,yes,unknown,21,may,159,1,-1,0,unknown,no
54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290,3,success,yes
38,blue-collar,single,secondary,no,10,no,no,cellular,8,jul,84,3,-1,0,unknown,no
46,management,single,tertiary,no,2987,yes,no,cellular,16,jul,318,1,-1,0,unknown,no
30,technician,single,tertiary,no,1323,yes,no,cellular,15,may,223,1,-1,0,unknown,no
39,blue-collar,divorced,unknown,no,528,yes,no,unknown,21,may,111,5,-1,0,unknown,no
59,blue-collar,married,unknown,no,139,no,no,unknown,5,jun,153,1,-1,0,unknown,no
47,admin.,married,tertiary,no,1979,no,no,cellular,18,aug,207,6,-1,0,unknown,no
32,technician,married,tertiary,no,4654,yes,yes,cellular,15,jul,134,2,-1,0,unknown,no
32,technician,single,tertiary,no,1100,yes,yes,cellular,11,aug,67,1,-1,0,unknown,no
45,management,divorced,secondary,no,1144,yes,no,cellular,16,apr,129,1,-1,0,unknown,no
41,self-employed,single,tertiary,no,428,yes,no,cellular,11,may,106,1,-1,0,unknown,no
57,retired,married,secondary,no,1044,no,no,telephone,12,jul,567,1,182,3,success,yes
46,admin.,married,secondary,no,660,no,no,cellular,6,aug,740,2,-1,0,unknown,yes
64,retired,married,secondary,no,4787,no,no,cellular,28,apr,392,1,182,1,success,yes
23,management,single,tertiary,no,1506,no,no,cellular,9,mar,131,4,-1,0,unknown,yes
58,retired,married,secondary,no,1227,no,no,cellular,8,jul,625,1,156,1,failure,no
31,self-employed,married,tertiary,no,5,yes,yes,cellular,21,nov,635,1,135,2,failure,yes
48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown,yes
47,technician,married,secondary,no,487,no,no,cellular,28,jan,218,2,177,1,failure,no
31,services,married,secondary,no,-641,yes,yes,unknown,27,may,296,2,-1,0,unknown,no
55,management,divorced,unknown,no,0,yes,no,cellular,11,may,29,3,-1,0,unknown,no
44,technician,married,unknown,no,1127,yes,no,unknown,19,jun,118,4,-1,0,unknown,no
61,retired,married,secondary,no,1058,no,no,cellular,27,apr,159,3,-1,0,unknown,yes
24,services,single,secondary,no,0,no,no,unknown,16,may,280,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,-972,yes,no,unknown,29,may,146,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,1039,yes,no,unknown,28,may,44,7,-1,0,unknown,no
39,self-employed,married,tertiary,no,2630,no,no,unknown,12,jun,651,5,-1,0,unknown,yes
36,admin.,married,tertiary,no,157,yes,no,cellular,17,apr,277,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,-114,yes,no,cellular,15,may,132,2,359,2,failure,no
31,technician,divorced,tertiary,no,75,no,no,cellular,22,aug,34,9,-1,0,unknown,no
32,blue-collar,married,secondary,no,356,yes,no,cellular,8,may,451,3,-1,0,unknown,no
45,self-employed,divorced,tertiary,no,963,yes,no,cellular,12,may,528,5,-1,0,unknown,yes
32,admin.,married,secondary,no,366,no,no,cellular,14,jan,366,2,-1,0,unknown,yes
42,blue-collar,divorced,secondary,no,1491,yes,no,cellular,6,may,203,2,334,2,failure,no
36,blue-collar,divorced,primary,no,17,yes,no,cellular,16,jul,329,1,-1,0,unknown,no
44,blue-collar,single,unknown,no,-101,yes,no,unknown,14,may,143,1,-1,0,unknown,no
28,technician,single,tertiary,no,4987,no,no,cellular,9,feb,253,21,-1,0,unknown,yes
29,admin.,single,secondary,no,291,no,no,cellular,9,feb,12,9,-1,0,unknown,no
32,admin.,single,secondary,no,-45,yes,no,cellular,20,apr,68,1,325,2,other,no
46,management,divorced,tertiary,no,14481,yes,no,unknown,30,may,1269,1,-1,0,unknown,yes
35,blue-collar,married,secondary,no,603,yes,no,cellular,17,apr,474,2,-1,0,unknown,no
40,services,married,secondary,no,17,no,no,cellular,4,jun,78,1,-1,0,unknown,no
33,services,single,secondary,no,6531,yes,no,unknown,3,jun,495,3,-1,0,unknown,no
38,services,married,secondary,no,393,no,no,unknown,18,jun,90,3,-1,0,unknown,no
55,admin.,married,secondary,no,420,yes,no,unknown,30,may,41,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,3310,no,no,cellular,2,jun,344,2,117,2,failure,no
30,management,married,tertiary,no,1235,no,no,cellular,28,jan,119,2,-1,0,unknown,no
46,self-employed,divorced,tertiary,no,21,no,no,cellular,30,jul,566,2,-1,0,unknown,yes
41,admin.,married,secondary,no,158,yes,no,cellular,13,may,426,1,50,2,failure,no
60,housemaid,married,primary,no,211,no,no,cellular,26,feb,480,2,189,1,failure,no
23,blue-collar,single,secondary,no,39,yes,no,cellular,18,may,76,1,-1,0,unknown,no
57,retired,married,primary,no,-12,no,yes,cellular,12,aug,80,8,-1,0,unknown,no
53,self-employed,married,tertiary,no,2580,yes,no,cellular,19,nov,138,5,-1,0,unknown,no
37,blue-collar,married,primary,no,0,yes,no,cellular,5,may,108,1,349,2,failure,no
40,management,divorced,tertiary,no,858,no,no,cellular,26,oct,202,2,-1,0,unknown,yes
32,services,married,secondary,no,61,yes,no,cellular,8,jul,529,5,-1,0,unknown,no
35,management,single,tertiary,no,1902,no,no,cellular,19,nov,188,5,-1,0,unknown,no
47,technician,married,secondary,no,-226,yes,no,cellular,11,jul,289,2,-1,0,unknown,no
44,technician,married,secondary,no,227,yes,yes,cellular,8,may,364,1,262,2,failure,no
31,management,single,tertiary,no,1836,yes,no,cellular,12,aug,177,2,-1,0,unknown,no
37,management,divorced,tertiary,no,641,yes,no,cellular,7,may,334,1,-1,0,unknown,no
69,retired,divorced,primary,no,482,no,no,cellular,2,jul,260,2,-1,0,unknown,yes
47,blue-collar,married,secondary,no,947,no,yes,cellular,29,aug,24,17,-1,0,unknown,no
34,admin.,divorced,secondary,no,627,yes,no,unknown,7,may,283,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,1449,no,no,cellular,4,aug,322,1,-1,0,unknown,no
37,student,single,unknown,no,444,no,no,cellular,14,aug,137,1,102,5,success,yes
44,technician,divorced,tertiary,no,9192,yes,no,unknown,6,jun,59,3,-1,0,unknown,no
30,management,single,tertiary,no,492,yes,no,cellular,7,may,94,1,-1,0,unknown,no
38,management,married,tertiary,no,950,no,no,cellular,5,aug,210,2,-1,0,unknown,no
39,services,divorced,secondary,no,2140,yes,no,cellular,16,apr,539,1,-1,0,unknown,no
38,services,divorced,primary,no,0,yes,no,cellular,20,nov,250,1,155,2,failure,no
41,housemaid,single,secondary,no,2184,no,no,cellular,19,nov,98,1,153,2,failure,no
31,self-employed,married,secondary,no,0,yes,no,unknown,6,may,36,5,-1,0,unknown,no
76,retired,married,secondary,no,242,no,no,telephone,16,sep,994,3,-1,0,unknown,no
64,housemaid,married,unknown,no,2645,no,no,telephone,3,feb,219,2,-1,0,unknown,yes
27,technician,single,secondary,no,740,yes,no,cellular,5,may,294,1,-1,0,unknown,no
57,management,married,tertiary,no,1741,no,no,cellular,24,jul,449,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,yes
50,blue-collar,married,secondary,no,278,no,no,unknown,20,jun,250,3,-1,0,unknown,no
37,blue-collar,married,primary,no,2120,yes,no,cellular,21,nov,150,4,-1,0,unknown,no
26,unemployed,single,tertiary,no,3466,no,no,cellular,6,oct,275,2,-1,0,unknown,yes
56,technician,married,secondary,no,2065,no,no,cellular,14,aug,71,2,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,99,yes,yes,cellular,20,apr,393,3,-1,0,unknown,no
40,blue-collar,married,primary,no,2129,yes,no,cellular,20,apr,1156,3,-1,0,unknown,no
46,blue-collar,married,unknown,no,842,yes,no,telephone,8,may,833,1,-1,0,unknown,yes
39,technician,married,tertiary,no,508,no,no,cellular,2,nov,154,3,-1,0,unknown,no
31,unemployed,married,primary,no,213,yes,no,unknown,9,may,479,2,-1,0,unknown,no
57,housemaid,married,primary,no,260,yes,no,unknown,16,may,38,3,-1,0,unknown,no
53,management,married,tertiary,no,2124,yes,no,unknown,8,may,123,2,-1,0,unknown,no
56,blue-collar,single,primary,no,533,no,yes,cellular,11,jul,166,1,-1,0,unknown,no
27,student,single,tertiary,no,5741,no,no,cellular,22,feb,368,1,185,2,failure,no
46,technician,single,secondary,no,182,no,no,cellular,19,aug,160,4,-1,0,unknown,no
28,management,single,tertiary,no,9314,no,no,cellular,2,jul,276,2,-1,0,unknown,yes
48,technician,married,secondary,no,720,yes,no,unknown,8,may,177,3,-1,0,unknown,no
41,blue-collar,married,primary,no,1821,no,yes,cellular,14,jul,137,3,-1,0,unknown,no
39,technician,married,secondary,no,0,yes,no,unknown,5,may,203,1,-1,0,unknown,no
56,retired,divorced,secondary,no,389,yes,no,unknown,18,jun,379,5,-1,0,unknown,no
33,blue-collar,married,secondary,no,202,yes,no,cellular,17,apr,377,1,-1,0,unknown,no
28,admin.,married,secondary,no,0,yes,yes,cellular,26,may,89,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,328,no,yes,cellular,27,aug,335,4,-1,0,unknown,no
49,blue-collar,married,primary,no,2,yes,no,unknown,20,jun,16,20,-1,0,unknown,no
48,unemployed,single,tertiary,no,3229,no,no,unknown,16,jun,1089,1,-1,0,unknown,yes
53,technician,married,secondary,no,6831,no,no,cellular,13,may,1130,2,-1,0,unknown,yes
71,retired,divorced,primary,no,275,no,no,cellular,14,jun,293,1,425,1,success,yes
39,management,married,tertiary,no,-409,yes,no,cellular,29,jul,590,23,-1,0,unknown,no
59,retired,married,secondary,no,1035,yes,yes,cellular,1,apr,126,2,239,1,failure,no
31,technician,single,secondary,no,13,no,no,cellular,21,nov,208,1,-1,0,unknown,no
43,management,married,tertiary,no,21510,no,no,cellular,8,aug,248,2,-1,0,unknown,no
31,self-employed,married,tertiary,no,2666,no,no,telephone,8,jul,411,2,148,9,other,yes
34,admin.,single,unknown,no,2434,yes,no,unknown,6,may,218,4,-1,0,unknown,no
35,blue-collar,married,primary,no,298,yes,no,cellular,13,may,135,2,370,2,failure,no
41,entrepreneur,divorced,tertiary,no,958,no,no,cellular,10,jul,72,1,-1,0,unknown,no
30,admin.,divorced,secondary,no,10,yes,no,cellular,18,jul,658,2,-1,0,unknown,yes
61,housemaid,married,tertiary,no,1389,no,no,cellular,8,apr,250,1,-1,0,unknown,no
52,management,married,tertiary,no,11650,yes,no,cellular,17,nov,48,1,-1,0,unknown,no
40,management,single,tertiary,no,1820,yes,yes,unknown,3,jun,173,3,-1,0,unknown,no
40,technician,married,secondary,no,109,no,no,unknown,20,jun,402,22,-1,0,unknown,no
40,technician,married,secondary,no,-396,yes,no,unknown,26,may,127,1,-1,0,unknown,no
34,blue-collar,married,primary,no,1524,yes,no,cellular,20,nov,57,3,-1,0,unknown,no
36,technician,divorced,secondary,no,1156,yes,yes,cellular,28,jul,141,7,-1,0,unknown,no
49,technician,married,secondary,no,0,yes,no,cellular,11,jul,178,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,688,1,-1,0,unknown,yes
43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,yes
28,technician,single,secondary,no,1363,no,no,cellular,27,feb,79,1,-1,0,unknown,yes
55,management,divorced,secondary,no,204,yes,no,cellular,11,jul,1973,2,-1,0,unknown,yes
45,admin.,married,secondary,no,434,no,no,cellular,26,aug,76,4,-1,0,unknown,no
28,services,married,tertiary,no,599,yes,no,cellular,29,jul,189,5,-1,0,unknown,no
26,services,divorced,primary,yes,2,yes,yes,cellular,25,jul,22,16,-1,0,unknown,no
25,admin.,single,secondary,no,53,yes,no,cellular,12,may,213,6,-1,0,unknown,no
31,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,1034,2,-1,0,unknown,yes
42,entrepreneur,single,unknown,no,33,no,no,unknown,19,jun,25,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,0,yes,no,cellular,20,apr,562,2,-1,0,unknown,no
25,services,single,unknown,no,-501,yes,yes,unknown,18,jun,156,3,-1,0,unknown,no
46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,3,-1,0,unknown,yes
58,blue-collar,married,primary,no,494,no,no,cellular,14,aug,171,10,-1,0,unknown,no
49,blue-collar,married,secondary,no,3309,yes,no,cellular,15,may,349,2,-1,0,unknown,no
35,technician,single,secondary,no,417,no,no,cellular,19,aug,92,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,175,yes,no,unknown,15,may,392,2,-1,0,unknown,no
75,retired,married,tertiary,no,2991,no,no,cellular,22,apr,240,1,-1,0,unknown,yes
30,admin.,married,secondary,no,187,yes,no,cellular,18,nov,106,1,-1,0,unknown,no
34,services,married,tertiary,no,1442,no,no,cellular,11,dec,234,1,-1,0,unknown,no
37,admin.,single,secondary,no,0,yes,yes,cellular,3,sep,144,2,463,6,failure,no
28,management,single,secondary,no,-513,no,yes,cellular,29,jul,95,8,-1,0,unknown,no
47,technician,married,secondary,no,568,yes,no,telephone,14,jul,256,2,-1,0,unknown,no
25,technician,single,tertiary,no,184,yes,yes,cellular,20,apr,401,1,-1,0,unknown,no
37,management,single,tertiary,no,808,no,no,cellular,5,may,29,4,349,1,failure,no
36,technician,married,tertiary,no,52,no,no,cellular,28,aug,101,10,-1,0,unknown,no
25,admin.,single,secondary,no,845,yes,no,cellular,18,may,217,1,370,1,failure,no
57,admin.,married,secondary,no,3944,no,no,cellular,21,nov,36,2,-1,0,unknown,no
37,technician,single,tertiary,no,487,no,yes,unknown,4,jul,30,2,-1,0,unknown,no
57,services,married,secondary,no,140,yes,no,cellular,9,jul,143,1,-1,0,unknown,no
28,admin.,single,secondary,no,1408,no,no,cellular,13,aug,166,1,78,2,failure,no
46,admin.,married,secondary,no,-236,yes,no,telephone,14,may,217,2,-1,0,unknown,no
36,services,married,secondary,no,1746,yes,no,cellular,7,apr,15,1,316,1,failure,no
33,technician,married,secondary,no,218,yes,yes,cellular,10,aug,162,1,161,4,failure,no
36,technician,married,secondary,no,264,yes,yes,cellular,9,jul,482,1,-1,0,unknown,no
33,technician,single,secondary,no,199,no,no,cellular,18,aug,178,4,-1,0,unknown,no
34,self-employed,married,tertiary,no,7602,no,no,cellular,20,nov,222,1,-1,0,unknown,no
43,blue-collar,married,primary,yes,-635,yes,no,unknown,20,may,37,9,-1,0,unknown,no
34,self-employed,single,secondary,no,360,yes,no,cellular,7,dec,371,1,-1,0,unknown,no
39,blue-collar,married,primary,no,3419,yes,no,cellular,13,may,155,1,327,5,failure,no
53,services,divorced,secondary,no,4554,no,no,cellular,5,feb,8,6,-1,0,unknown,no
22,services,single,unknown,no,739,no,no,unknown,20,aug,4,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,-109,yes,yes,cellular,7,may,160,4,-1,0,unknown,no
37,admin.,married,tertiary,no,2693,yes,no,cellular,8,apr,261,1,-1,0,unknown,no
36,unemployed,married,primary,no,0,no,no,cellular,6,feb,409,1,-1,0,unknown,no
42,housemaid,married,secondary,no,314,yes,yes,cellular,17,apr,727,2,-1,0,unknown,no
51,entrepreneur,married,unknown,no,3404,no,no,cellular,31,jul,44,7,-1,0,unknown,no
45,technician,married,secondary,no,1786,yes,yes,telephone,15,jul,78,4,-1,0,unknown,no
33,blue-collar,divorced,primary,no,390,yes,no,unknown,9,may,665,2,-1,0,unknown,yes
38,technician,single,tertiary,no,110,no,no,unknown,17,jun,1051,3,-1,0,unknown,yes
35,management,married,tertiary,no,105,yes,no,cellular,6,may,36,1,365,3,failure,no
74,retired,married,primary,no,670,no,no,cellular,23,apr,266,5,-1,0,unknown,yes
27,management,single,tertiary,no,0,yes,no,cellular,1,apr,124,1,-1,0,unknown,no
57,services,married,primary,no,491,yes,no,cellular,15,apr,1217,3,-1,0,unknown,yes
61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,yes
32,admin.,married,secondary,no,198,no,no,cellular,16,jul,132,2,-1,0,unknown,no
65,retired,married,secondary,no,1176,no,no,cellular,25,sep,64,1,50,2,failure,no
30,admin.,single,secondary,no,648,no,no,cellular,19,oct,54,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,697,yes,no,cellular,18,may,253,2,-1,0,unknown,no
54,blue-collar,married,primary,no,209,no,yes,unknown,17,nov,206,1,-1,0,unknown,no
30,technician,single,tertiary,yes,23,no,no,cellular,12,aug,72,4,-1,0,unknown,no
43,blue-collar,single,secondary,no,740,yes,no,unknown,20,jun,585,2,-1,0,unknown,yes
35,technician,divorced,secondary,yes,-52,yes,no,unknown,20,may,265,1,-1,0,unknown,no
32,entrepreneur,married,tertiary,no,28,no,no,cellular,5,aug,287,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,1612,yes,no,cellular,2,apr,1164,1,-1,0,unknown,yes
42,blue-collar,married,secondary,no,2441,yes,no,unknown,30,may,143,1,-1,0,unknown,no
48,technician,married,secondary,no,98,no,no,cellular,27,aug,146,4,-1,0,unknown,no
32,services,single,secondary,no,0,no,yes,cellular,11,jul,333,2,-1,0,unknown,no
19,student,single,primary,no,56,no,no,cellular,12,aug,246,1,-1,0,unknown,no
48,management,single,tertiary,no,159,no,no,telephone,7,jul,229,1,251,6,success,yes
47,services,married,secondary,no,1315,no,no,cellular,20,nov,329,4,-1,0,unknown,yes
55,blue-collar,married,primary,no,431,yes,no,unknown,12,may,68,2,-1,0,unknown,no
51,technician,married,secondary,no,58,yes,no,cellular,11,jul,128,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,7365,yes,no,cellular,31,jul,124,5,-1,0,unknown,no
34,technician,married,secondary,no,945,yes,yes,cellular,24,jul,181,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,1660,yes,no,cellular,20,apr,342,1,-1,0,unknown,no
47,management,single,tertiary,no,86,no,no,cellular,30,apr,387,3,87,1,success,yes
45,blue-collar,married,secondary,no,115,no,no,cellular,11,aug,209,4,-1,0,unknown,no
43,admin.,single,secondary,no,375,no,yes,cellular,5,feb,193,2,199,4,failure,no
86,retired,divorced,unknown,no,157,no,no,telephone,7,sep,147,1,-1,0,unknown,no
51,management,married,unknown,no,914,yes,no,cellular,5,may,176,2,341,3,failure,no
52,admin.,married,primary,no,576,yes,no,cellular,5,may,139,1,286,1,failure,no
35,self-employed,married,secondary,no,-56,yes,no,cellular,15,may,162,2,361,3,failure,no
